date,tsurf,t1000,active_year,day_of_the_year
2019-06-13,24.4091854095459,13.513080596923828,2019,167
2019-06-20,25.021759033203125,13.514290809631348,2019,174
2019-06-27,25.45503044128418,13.520001411437988,2019,181
2019-07-04,25.713674545288086,13.518264770507812,2019,188
2019-07-11,25.81648826599121,13.513802528381348,2019,195
2019-07-18,25.990482330322266,13.514083862304688,2019,202
2019-07-25,26.030515670776367,13.511348724365234,2019,209
2019-08-01,25.923105239868164,13.505324363708496,2019,216
2019-08-08,25.745315551757812,13.500927925109863,2019,223
2019-08-15,25.486534118652344,13.486472129821777,2019,230
2019-08-22,25.136924743652344,13.486745834350586,2019,237
2019-08-29,24.69767951965332,13.487164497375488,2019,244
2019-09-05,24.27796173095703,13.490774154663086,2019,251
2019-09-12,23.886837005615234,13.498784065246582,2019,258
2019-09-19,23.545562744140625,13.499213218688965,2019,265
2019-09-26,23.143564224243164,13.50770378112793,2019,272
2019-10-03,22.589048385620117,13.516119003295898,2019,279
2019-10-10,22.11320686340332,13.526823043823242,2019,286
2019-10-17,21.51732063293457,13.528363227844238,2019,293
2019-10-24,20.88847541809082,13.522944450378418,2019,300
2019-10-31,20.156620025634766,13.522714614868164,2019,307
2019-11-07,19.4892520904541,13.523913383483887,2019,314
2019-11-14,18.87947654724121,13.516376495361328,2019,321
2019-11-21,18.60391616821289,13.51525592803955,2019,328
2019-11-28,18.27820587158203,13.502178192138672,2019,335
2019-12-05,18.0189208984375,13.50140380859375,2019,342
2019-12-12,17.704504013061523,13.508089065551758,2019,349
2019-12-19,17.491226196289062,13.495464324951172,2019,356
2019-12-26,17.096923828125,13.473074913024902,2019,363
