Estado - Sigla,Municipio,Produto,Valor de Venda,Bandeira
PB,PATOS,DIESEL S10,6.98,ALESAT
PB,PATOS,DIESEL,6.88,ALESAT
PB,PATOS,ETANOL,5.42,ALESAT
PB,PATOS,GASOLINA,7.17,ALESAT
PB,PATOS,DIESEL S10,7.19,BRANCA
PB,PATOS,DIESEL,7.09,BRANCA
PB,PATOS,GASOLINA,7.29,BRANCA
PB,CAMPINA GRANDE,DIESEL S10,7.27,BRANCA
PB,CAMPINA GRANDE,DIESEL,6.89,BRANCA
PB,CAMPINA GRANDE,ETANOL,5.19,BRANCA
PB,CAMPINA GRANDE,GASOLINA,7.09,BRANCA
PB,SOUSA,DIESEL S10,6.99,BRANCA
PB,SOUSA,ETANOL,5.69,BRANCA
PB,SOUSA,GASOLINA,7.59,BRANCA
PB,CAMPINA GRANDE,DIESEL S10,6.69,IPIRANGA
PB,CAMPINA GRANDE,GASOLINA ADITIVADA,7.25,IPIRANGA
PB,CAMPINA GRANDE,DIESEL,6.59,IPIRANGA
PB,CAMPINA GRANDE,ETANOL,5.19,IPIRANGA
PB,CAMPINA GRANDE,GASOLINA,7.09,IPIRANGA
PB,SOUSA,DIESEL S10,7.29,VIBRA ENERGIA
PB,SOUSA,GASOLINA ADITIVADA,7.69,VIBRA ENERGIA
PB,SOUSA,ETANOL,5.49,VIBRA ENERGIA
PB,SOUSA,GASOLINA,7.59,VIBRA ENERGIA
PB,CAMPINA GRANDE,DIESEL S10,6.69,ALESAT
PB,CAMPINA GRANDE,GASOLINA ADITIVADA,7.19,ALESAT
PB,CAMPINA GRANDE,ETANOL,5.19,ALESAT
PB,CAMPINA GRANDE,GASOLINA,7.09,ALESAT
PB,CABEDELO,DIESEL,6.43,IPIRANGA
PB,CABEDELO,GASOLINA,6.95,IPIRANGA
PB,CABEDELO,GASOLINA ADITIVADA,6.99,IPIRANGA
PB,CABEDELO,ETANOL,5.29,IPIRANGA
PB,CABEDELO,DIESEL S10,6.53,IPIRANGA
PB,CABEDELO,DIESEL,6.69,IPIRANGA
PB,CABEDELO,GASOLINA,7.09,IPIRANGA
PB,CABEDELO,GASOLINA ADITIVADA,7.29,IPIRANGA
PB,CABEDELO,ETANOL,5.39,IPIRANGA
PB,CABEDELO,DIESEL S10,6.79,IPIRANGA
PB,CABEDELO,GASOLINA,7.28,BRANCA
PB,CABEDELO,GASOLINA ADITIVADA,7.28,BRANCA
PB,CABEDELO,ETANOL,5.38,BRANCA
PB,CABEDELO,DIESEL S10,6.98,BRANCA
PB,CABEDELO,DIESEL,5.64,RAIZEN
PB,CABEDELO,GASOLINA,6.95,RAIZEN
PB,CABEDELO,ETANOL,5.19,RAIZEN
PB,CABEDELO,GASOLINA ADITIVADA,6.99,VIBRA ENERGIA
PB,CABEDELO,ETANOL,5.29,VIBRA ENERGIA
PB,CABEDELO,DIESEL,6.69,SETTA DISTRIBUIDORA
PB,CABEDELO,GASOLINA,7.09,SETTA DISTRIBUIDORA
PB,CABEDELO,GASOLINA ADITIVADA,7.19,SETTA DISTRIBUIDORA
PB,CABEDELO,ETANOL,5.49,SETTA DISTRIBUIDORA
PB,CABEDELO,DIESEL S10,6.89,SETTA DISTRIBUIDORA
PB,JOAO PESSOA,ETANOL,5.19,RAIZEN
PB,JOAO PESSOA,DIESEL S10,6.49,RAIZEN
PB,JOAO PESSOA,GASOLINA,6.98,RAIZEN
PB,JOAO PESSOA,GASOLINA,6.99,VIBRA ENERGIA
PB,JOAO PESSOA,ETANOL,5.19,VIBRA ENERGIA
PB,JOAO PESSOA,DIESEL S10,6.79,VIBRA ENERGIA
PB,JOAO PESSOA,GASOLINA,6.98,VIBRA ENERGIA
PB,JOAO PESSOA,GASOLINA ADITIVADA,7.18,VIBRA ENERGIA
PB,JOAO PESSOA,ETANOL,5.29,VIBRA ENERGIA
PB,JOAO PESSOA,DIESEL S10,6.64,VIBRA ENERGIA
PB,JOAO PESSOA,GASOLINA,6.99,VIBRA ENERGIA
PB,JOAO PESSOA,ETANOL,5.19,BRANCA
PB,JOAO PESSOA,DIESEL,6.41,BRANCA
PB,JOAO PESSOA,GASOLINA,6.96,BRANCA
PB,JOAO PESSOA,ETANOL,5.19,VIBRA ENERGIA
PB,JOAO PESSOA,DIESEL S10,6.89,VIBRA ENERGIA
PB,JOAO PESSOA,GASOLINA,6.99,VIBRA ENERGIA
PB,JOAO PESSOA,GASOLINA ADITIVADA,7.1,VIBRA ENERGIA
PB,CAMPINA GRANDE,GASOLINA,6.99,BRANCA
PB,CAMPINA GRANDE,ETANOL,5.19,BRANCA
PB,CAMPINA GRANDE,DIESEL,6.48,BRANCA
PB,CAMPINA GRANDE,GASOLINA,6.99,BRANCA
PB,CAMPINA GRANDE,DIESEL S10,6.79,BRANCA
PB,CAMPINA GRANDE,GASOLINA,7.09,BRANCA
PB,CAMPINA GRANDE,ETANOL,5.39,BRANCA
PB,CAMPINA GRANDE,GASOLINA ADITIVADA,7.04,BRANCA
PB,CAMPINA GRANDE,DIESEL S10,7.09,BRANCA
PB,CAMPINA GRANDE,GNV,5.34,BRANCA
PB,CAMPINA GRANDE,GASOLINA,6.99,IPIRANGA
PB,CAMPINA GRANDE,ETANOL,5.19,IPIRANGA
PB,CAMPINA GRANDE,GASOLINA ADITIVADA,7.19,IPIRANGA
PB,CAMPINA GRANDE,DIESEL S10,6.7,IPIRANGA
PB,CAMPINA GRANDE,GASOLINA,6.95,VIBRA ENERGIA
PB,CAMPINA GRANDE,ETANOL,5.09,VIBRA ENERGIA
PB,CAMPINA GRANDE,GASOLINA ADITIVADA,7.15,VIBRA ENERGIA
PB,CAMPINA GRANDE,DIESEL S10,6.69,VIBRA ENERGIA
PB,CAMPINA GRANDE,GASOLINA,6.99,BRANCA
PB,CAMPINA GRANDE,ETANOL,5.29,BRANCA
PB,CAMPINA GRANDE,DIESEL,6.55,BRANCA
PB,CAMPINA GRANDE,GASOLINA ADITIVADA,7.09,BRANCA
PB,CAMPINA GRANDE,DIESEL S10,6.69,BRANCA
PB,CAMPINA GRANDE,GASOLINA,6.99,ALESAT
PB,CAMPINA GRANDE,ETANOL,5.29,ALESAT
PB,CAMPINA GRANDE,DIESEL,6.59,ALESAT
PB,CAMPINA GRANDE,GASOLINA ADITIVADA,7.09,ALESAT
PB,CAMPINA GRANDE,DIESEL S10,6.79,ALESAT
PB,CAMPINA GRANDE,GASOLINA,7.09,VIBRA ENERGIA
PB,CAMPINA GRANDE,ETANOL,5.29,VIBRA ENERGIA
PB,CAMPINA GRANDE,DIESEL,6.59,VIBRA ENERGIA
PB,CAMPINA GRANDE,GASOLINA ADITIVADA,7.29,VIBRA ENERGIA
PB,CAMPINA GRANDE,DIESEL S10,6.95,VIBRA ENERGIA
PB,CAMPINA GRANDE,GASOLINA,6.99,IPIRANGA
PB,CAMPINA GRANDE,ETANOL,5.19,IPIRANGA
PB,CAMPINA GRANDE,DIESEL,6.59,IPIRANGA
PB,CAMPINA GRANDE,GASOLINA ADITIVADA,7.19,IPIRANGA
PB,CAMPINA GRANDE,DIESEL S10,6.69,IPIRANGA
PB,CAMPINA GRANDE,GASOLINA,7.05,BRANCA
PB,CAMPINA GRANDE,ETANOL,5.19,BRANCA
PB,CAMPINA GRANDE,GASOLINA ADITIVADA,7.15,BRANCA
PB,CAMPINA GRANDE,DIESEL S10,6.79,BRANCA
PB,CAMPINA GRANDE,GASOLINA,7.09,ALESAT
PB,CAMPINA GRANDE,ETANOL,5.19,ALESAT
PB,CAMPINA GRANDE,DIESEL S10,6.89,ALESAT
PB,JOAO PESSOA,GASOLINA,6.99,BRANCA
PB,JOAO PESSOA,ETANOL,5.29,BRANCA
PB,JOAO PESSOA,GASOLINA ADITIVADA,7.09,BRANCA
PB,JOAO PESSOA,DIESEL S10,6.99,BRANCA
PB,JOAO PESSOA,GASOLINA,6.99,VIBRA ENERGIA
PB,JOAO PESSOA,ETANOL,5.29,VIBRA ENERGIA
PB,JOAO PESSOA,DIESEL S10,6.64,VIBRA ENERGIA
PB,JOAO PESSOA,GNV,5.12,VIBRA ENERGIA
PB,JOAO PESSOA,GASOLINA,6.96,BRANCA
PB,JOAO PESSOA,ETANOL,5.09,BRANCA
PB,JOAO PESSOA,DIESEL,6.29,BRANCA
PB,JOAO PESSOA,GASOLINA,6.99,IPIRANGA
PB,JOAO PESSOA,ETANOL,5.19,IPIRANGA
PB,JOAO PESSOA,GASOLINA ADITIVADA,7.19,IPIRANGA
PB,JOAO PESSOA,DIESEL S10,6.69,IPIRANGA
PB,JOAO PESSOA,GASOLINA,6.99,BRANCA
PB,JOAO PESSOA,ETANOL,5.19,BRANCA
PB,JOAO PESSOA,GASOLINA ADITIVADA,7.04,BRANCA
PB,JOAO PESSOA,DIESEL S10,6.74,BRANCA
PB,JOAO PESSOA,GASOLINA,6.99,BRANCA
PB,JOAO PESSOA,ETANOL,5.29,BRANCA
PB,JOAO PESSOA,DIESEL S10,6.95,BRANCA
PB,JOAO PESSOA,GASOLINA,7.09,VIBRA ENERGIA
PB,JOAO PESSOA,ETANOL,5.19,VIBRA ENERGIA
PB,JOAO PESSOA,DIESEL,6.59,VIBRA ENERGIA
PB,JOAO PESSOA,GASOLINA ADITIVADA,7.19,VIBRA ENERGIA
PB,JOAO PESSOA,DIESEL S10,6.74,VIBRA ENERGIA
PB,JOAO PESSOA,GNV,5.14,VIBRA ENERGIA
PB,JOAO PESSOA,GASOLINA,6.98,RAIZEN
PB,JOAO PESSOA,ETANOL,5.19,RAIZEN
PB,JOAO PESSOA,GASOLINA ADITIVADA,7.28,RAIZEN
PB,JOAO PESSOA,DIESEL S10,6.79,RAIZEN
PB,JOAO PESSOA,GASOLINA,6.99,VIBRA ENERGIA
PB,JOAO PESSOA,ETANOL,5.19,VIBRA ENERGIA
PB,JOAO PESSOA,GASOLINA ADITIVADA,7.19,VIBRA ENERGIA
PB,JOAO PESSOA,DIESEL S10,6.69,VIBRA ENERGIA
PB,JOAO PESSOA,GNV,5.08,VIBRA ENERGIA
PB,JOAO PESSOA,GASOLINA,6.99,RAIZEN
PB,JOAO PESSOA,ETANOL,5.19,RAIZEN
PB,JOAO PESSOA,GASOLINA ADITIVADA,7.13,RAIZEN
PB,JOAO PESSOA,DIESEL S10,6.45,RAIZEN
PB,PATOS,GASOLINA,7.25,BRANCA
PB,PATOS,ETANOL,5.29,BRANCA
PB,PATOS,DIESEL,6.95,BRANCA
PB,PATOS,GASOLINA ADITIVADA,7.35,BRANCA
PB,PATOS,DIESEL S10,6.99,BRANCA
PB,PATOS,GASOLINA,7.29,BRANCA
PB,PATOS,ETANOL,5.4,BRANCA
PB,PATOS,DIESEL,6.9,BRANCA
PB,PATOS,GASOLINA ADITIVADA,7.29,BRANCA
PB,PATOS,DIESEL S10,7.0,BRANCA
PB,PATOS,GASOLINA,7.59,BRANCA
PB,PATOS,ETANOL,5.67,BRANCA
PB,PATOS,DIESEL,7.39,BRANCA
PB,PATOS,GASOLINA ADITIVADA,7.59,BRANCA
PB,PATOS,DIESEL S10,7.49,BRANCA
PB,PATOS,GASOLINA,7.29,BRANCA
PB,PATOS,ETANOL,5.4,BRANCA
PB,PATOS,DIESEL,6.9,BRANCA
PB,PATOS,GASOLINA ADITIVADA,7.29,BRANCA
PB,PATOS,DIESEL S10,7.0,BRANCA
PB,JOAO PESSOA,GASOLINA,6.99,IPIRANGA
PB,JOAO PESSOA,ETANOL,5.29,IPIRANGA
PB,JOAO PESSOA,DIESEL S10,6.89,IPIRANGA
PB,CAMPINA GRANDE,GASOLINA,6.89,IPIRANGA
PB,CAMPINA GRANDE,ETANOL,4.99,IPIRANGA
PB,CAMPINA GRANDE,GASOLINA ADITIVADA,7.19,IPIRANGA
PB,CAMPINA GRANDE,DIESEL S10,6.69,IPIRANGA
PB,JOAO PESSOA,GASOLINA,6.99,VIBRA ENERGIA
PB,JOAO PESSOA,ETANOL,5.19,VIBRA ENERGIA
PB,JOAO PESSOA,DIESEL S10,6.45,VIBRA ENERGIA
PB,JOAO PESSOA,GASOLINA,6.98,RAIZEN
PB,JOAO PESSOA,ETANOL,5.19,RAIZEN
PB,JOAO PESSOA,GASOLINA ADITIVADA,7.28,RAIZEN
PB,JOAO PESSOA,GNV,5.08,RAIZEN
PB,PATOS,GASOLINA,7.23,ALESAT
PB,PATOS,ETANOL,5.42,ALESAT
PB,PATOS,DIESEL,6.88,ALESAT
PB,PATOS,DIESEL S10,6.98,ALESAT
PB,JOAO PESSOA,GASOLINA,6.99,BRANCA
PB,JOAO PESSOA,ETANOL,5.19,BRANCA
PB,JOAO PESSOA,DIESEL,6.69,BRANCA
PB,JOAO PESSOA,GASOLINA ADITIVADA,7.19,BRANCA
PB,JOAO PESSOA,DIESEL S10,6.79,BRANCA
PB,JOAO PESSOA,GASOLINA,6.99,BRANCA
PB,JOAO PESSOA,ETANOL,5.19,BRANCA
PB,JOAO PESSOA,DIESEL,6.59,BRANCA
PB,JOAO PESSOA,DIESEL S10,6.59,BRANCA
PB,JOAO PESSOA,GNV,5.09,BRANCA
PB,JOAO PESSOA,GASOLINA,6.99,RAIZEN
PB,JOAO PESSOA,ETANOL,5.19,RAIZEN
PB,JOAO PESSOA,DIESEL S10,6.59,RAIZEN
PB,CAMPINA GRANDE,GASOLINA,6.99,IPIRANGA
PB,CAMPINA GRANDE,ETANOL,5.19,IPIRANGA
PB,CAMPINA GRANDE,DIESEL,6.59,IPIRANGA
PB,CAMPINA GRANDE,GASOLINA ADITIVADA,7.15,IPIRANGA
PB,CAMPINA GRANDE,DIESEL S10,6.79,IPIRANGA
PB,PATOS,GASOLINA,7.29,BRANCA
PB,PATOS,ETANOL,5.45,BRANCA
PB,PATOS,GASOLINA ADITIVADA,7.29,BRANCA
PB,PATOS,DIESEL S10,7.19,BRANCA
PB,JOAO PESSOA,GASOLINA,6.84,ALESAT
PB,JOAO PESSOA,DIESEL,6.59,ALESAT
PB,JOAO PESSOA,DIESEL S10,6.69,ALESAT
PB,JOAO PESSOA,GASOLINA,6.99,VIBRA ENERGIA
PB,JOAO PESSOA,ETANOL,5.29,VIBRA ENERGIA
PB,JOAO PESSOA,DIESEL S10,6.79,VIBRA ENERGIA
PB,JOAO PESSOA,GASOLINA,6.96,VIBRA ENERGIA
PB,JOAO PESSOA,ETANOL,5.09,VIBRA ENERGIA
PB,JOAO PESSOA,DIESEL S10,6.39,VIBRA ENERGIA
PB,BAYEUX,GASOLINA,7.18,VIBRA ENERGIA
PB,BAYEUX,ETANOL,5.63,VIBRA ENERGIA
PB,BAYEUX,DIESEL,6.67,VIBRA ENERGIA
PB,BAYEUX,DIESEL S10,6.75,VIBRA ENERGIA
PB,BAYEUX,GASOLINA,6.99,BRANCA
PB,BAYEUX,ETANOL,5.19,BRANCA
PB,BAYEUX,DIESEL,6.69,BRANCA
PB,BAYEUX,DIESEL S10,6.79,BRANCA
PB,BAYEUX,GNV,5.12,BRANCA
PB,BAYEUX,GASOLINA,7.19,VIBRA ENERGIA
PB,BAYEUX,DIESEL,6.66,VIBRA ENERGIA
PB,BAYEUX,GASOLINA ADITIVADA,7.29,VIBRA ENERGIA
PB,BAYEUX,DIESEL S10,6.74,VIBRA ENERGIA
PB,BAYEUX,GNV,5.14,VIBRA ENERGIA
PB,BAYEUX,GASOLINA,6.99,VIBRA ENERGIA
PB,BAYEUX,ETANOL,5.19,VIBRA ENERGIA
PB,BAYEUX,DIESEL,6.69,VIBRA ENERGIA
PB,BAYEUX,DIESEL S10,6.79,VIBRA ENERGIA
PB,BAYEUX,GASOLINA,7.19,VIBRA ENERGIA
PB,BAYEUX,ETANOL,5.79,VIBRA ENERGIA
PB,BAYEUX,DIESEL,6.64,VIBRA ENERGIA
PB,BAYEUX,GASOLINA ADITIVADA,7.29,VIBRA ENERGIA
PB,BAYEUX,DIESEL S10,6.74,VIBRA ENERGIA
PB,BAYEUX,GASOLINA,6.99,ALESAT
PB,BAYEUX,ETANOL,5.09,ALESAT
PB,BAYEUX,DIESEL S10,6.48,ALESAT
PB,BAYEUX,GASOLINA,6.99,RAIZEN
PB,BAYEUX,ETANOL,5.29,RAIZEN
PB,BAYEUX,DIESEL S10,6.48,RAIZEN
PB,SOUSA,GASOLINA ADITIVADA,7.69,VIBRA ENERGIA
PB,SOUSA,ETANOL,5.79,VIBRA ENERGIA
PB,SOUSA,DIESEL S10,7.29,VIBRA ENERGIA
PB,SOUSA,GASOLINA,7.59,VIBRA ENERGIA
PB,SOUSA,GASOLINA ADITIVADA,7.49,TEMAPE
PB,SOUSA,DIESEL S10,6.99,TEMAPE
PB,SOUSA,GASOLINA,7.49,TEMAPE
PB,SOUSA,GASOLINA ADITIVADA,7.69,IPIRANGA
PB,SOUSA,ETANOL,5.79,IPIRANGA
PB,SOUSA,DIESEL,6.84,IPIRANGA
PB,SOUSA,DIESEL S10,6.89,IPIRANGA
PB,SOUSA,GASOLINA,7.59,IPIRANGA
PB,SOUSA,ETANOL,5.98,VIBRA ENERGIA
PB,SOUSA,DIESEL S10,7.29,VIBRA ENERGIA
PB,SOUSA,GASOLINA,7.58,VIBRA ENERGIA
PB,JOAO PESSOA,GASOLINA ADITIVADA,7.16,IPIRANGA
PB,JOAO PESSOA,ETANOL,5.17,IPIRANGA
PB,JOAO PESSOA,DIESEL S10,6.42,IPIRANGA
PB,JOAO PESSOA,GASOLINA,6.96,IPIRANGA
PB,JOAO PESSOA,ETANOL,5.35,BRANCA
PB,JOAO PESSOA,DIESEL S10,6.93,BRANCA
PB,JOAO PESSOA,GASOLINA,6.98,BRANCA
PB,JOAO PESSOA,ETANOL,5.29,RAIZEN
PB,JOAO PESSOA,DIESEL S10,6.79,RAIZEN
PB,JOAO PESSOA,GASOLINA,6.99,RAIZEN
PB,SOUSA,ETANOL,5.5,BRANCA
PB,SOUSA,DIESEL S10,6.99,BRANCA
PB,SOUSA,GASOLINA,7.59,BRANCA
PB,JOAO PESSOA,GASOLINA ADITIVADA,7.09,SETTA DISTRIBUIDORA
PB,JOAO PESSOA,ETANOL,5.49,SETTA DISTRIBUIDORA
PB,JOAO PESSOA,DIESEL S10,6.79,SETTA DISTRIBUIDORA
PB,JOAO PESSOA,GASOLINA,6.99,SETTA DISTRIBUIDORA
PB,SOUSA,ETANOL,5.69,BRANCA
PB,SOUSA,DIESEL S10,6.99,BRANCA
PB,SOUSA,GASOLINA,7.59,BRANCA
PB,JOAO PESSOA,GASOLINA ADITIVADA,7.19,RAIZEN
PB,JOAO PESSOA,ETANOL,5.29,RAIZEN
PB,JOAO PESSOA,DIESEL S10,6.79,RAIZEN
PB,JOAO PESSOA,GASOLINA,6.99,RAIZEN
PB,SOUSA,GASOLINA ADITIVADA,7.69,VIBRA ENERGIA
PB,SOUSA,ETANOL,5.79,VIBRA ENERGIA
PB,SOUSA,DIESEL S10,7.29,VIBRA ENERGIA
PB,SOUSA,GASOLINA,7.59,VIBRA ENERGIA
PB,SOUSA,ETANOL,5.59,BRANCA
PB,SOUSA,DIESEL,6.79,BRANCA
PB,SOUSA,DIESEL S10,6.89,BRANCA
PB,SOUSA,GASOLINA,7.49,BRANCA
PB,CABEDELO,ETANOL,5.29,IPIRANGA
PB,CABEDELO,DIESEL S10,6.53,IPIRANGA
PB,CABEDELO,DIESEL,6.43,IPIRANGA
PB,CABEDELO,GASOLINA,6.95,IPIRANGA
PB,CABEDELO,GASOLINA ADITIVADA,6.99,IPIRANGA
PB,CABEDELO,ETANOL,5.39,IPIRANGA
PB,CABEDELO,DIESEL S10,6.79,IPIRANGA
PB,CABEDELO,DIESEL,6.69,IPIRANGA
PB,CABEDELO,GASOLINA,7.09,IPIRANGA
PB,CABEDELO,GASOLINA ADITIVADA,7.29,IPIRANGA
PB,CABEDELO,ETANOL,5.39,BRANCA
PB,CABEDELO,DIESEL S10,7.18,BRANCA
PB,CABEDELO,GASOLINA,7.19,BRANCA
PB,CABEDELO,GASOLINA ADITIVADA,7.19,BRANCA
PB,CABEDELO,ETANOL,5.29,RAIZEN
PB,CABEDELO,DIESEL,5.64,RAIZEN
PB,CABEDELO,GASOLINA,6.95,RAIZEN
PB,CABEDELO,ETANOL,5.29,VIBRA ENERGIA
PB,CABEDELO,GASOLINA ADITIVADA,6.99,VIBRA ENERGIA
PB,CABEDELO,ETANOL,5.49,SETTA DISTRIBUIDORA
PB,CABEDELO,DIESEL S10,6.89,SETTA DISTRIBUIDORA
PB,CABEDELO,DIESEL,6.49,SETTA DISTRIBUIDORA
PB,CABEDELO,GASOLINA,7.09,SETTA DISTRIBUIDORA
PB,CABEDELO,GASOLINA ADITIVADA,7.19,SETTA DISTRIBUIDORA
PB,BAYEUX,GASOLINA,7.18,VIBRA ENERGIA
PB,BAYEUX,ETANOL,5.63,VIBRA ENERGIA
PB,BAYEUX,DIESEL,6.67,VIBRA ENERGIA
PB,BAYEUX,DIESEL S10,6.75,VIBRA ENERGIA
PB,BAYEUX,GASOLINA,6.99,BRANCA
PB,BAYEUX,ETANOL,5.19,BRANCA
PB,BAYEUX,DIESEL,6.69,BRANCA
PB,BAYEUX,DIESEL S10,6.79,BRANCA
PB,BAYEUX,GNV,5.12,BRANCA
PB,BAYEUX,GASOLINA,7.2,VIBRA ENERGIA
PB,BAYEUX,DIESEL,6.67,VIBRA ENERGIA
PB,BAYEUX,GASOLINA ADITIVADA,7.3,VIBRA ENERGIA
PB,BAYEUX,DIESEL S10,6.75,VIBRA ENERGIA
PB,BAYEUX,GNV,5.14,VIBRA ENERGIA
PB,BAYEUX,GASOLINA,6.99,VIBRA ENERGIA
PB,BAYEUX,ETANOL,5.29,VIBRA ENERGIA
PB,BAYEUX,DIESEL,6.64,VIBRA ENERGIA
PB,BAYEUX,DIESEL S10,6.74,VIBRA ENERGIA
PB,CAMPINA GRANDE,GASOLINA,6.99,BRANCA
PB,CAMPINA GRANDE,ETANOL,5.18,BRANCA
PB,CAMPINA GRANDE,DIESEL,6.39,BRANCA
PB,CAMPINA GRANDE,GASOLINA ADITIVADA,7.14,BRANCA
PB,CAMPINA GRANDE,DIESEL S10,6.89,BRANCA
PB,CAMPINA GRANDE,GASOLINA,6.99,BRANCA
PB,CAMPINA GRANDE,ETANOL,5.19,BRANCA
PB,CAMPINA GRANDE,GNV,5.33,BRANCA
PB,CAMPINA GRANDE,GASOLINA,6.96,BRANCA
PB,CAMPINA GRANDE,ETANOL,5.19,BRANCA
PB,CAMPINA GRANDE,DIESEL,6.59,BRANCA
PB,CAMPINA GRANDE,DIESEL S10,6.98,BRANCA
PB,CAMPINA GRANDE,GASOLINA,6.99,IPIRANGA
PB,CAMPINA GRANDE,ETANOL,5.29,IPIRANGA
PB,CAMPINA GRANDE,GASOLINA ADITIVADA,7.19,IPIRANGA
PB,CAMPINA GRANDE,DIESEL S10,6.79,IPIRANGA
PB,CAMPINA GRANDE,GASOLINA,6.94,RAIZEN
PB,CAMPINA GRANDE,ETANOL,5.29,RAIZEN
PB,CAMPINA GRANDE,GASOLINA ADITIVADA,7.14,RAIZEN
PB,CAMPINA GRANDE,DIESEL S10,6.79,RAIZEN
PB,CAMPINA GRANDE,GASOLINA,6.99,IPIRANGA
PB,CAMPINA GRANDE,ETANOL,5.29,IPIRANGA
PB,CAMPINA GRANDE,DIESEL,6.59,IPIRANGA
PB,CAMPINA GRANDE,GASOLINA ADITIVADA,7.19,IPIRANGA
PB,CAMPINA GRANDE,DIESEL S10,6.69,IPIRANGA
PB,CAMPINA GRANDE,GASOLINA,6.99,IPIRANGA
PB,CAMPINA GRANDE,ETANOL,5.15,IPIRANGA
PB,CAMPINA GRANDE,DIESEL,6.69,IPIRANGA
PB,CAMPINA GRANDE,GASOLINA ADITIVADA,7.1,IPIRANGA
PB,CAMPINA GRANDE,DIESEL S10,6.79,IPIRANGA
PB,CAMPINA GRANDE,GNV,5.34,IPIRANGA
PB,JOAO PESSOA,GASOLINA,6.96,BRANCA
PB,JOAO PESSOA,ETANOL,5.15,BRANCA
PB,JOAO PESSOA,GASOLINA ADITIVADA,6.96,BRANCA
PB,JOAO PESSOA,DIESEL S10,6.39,BRANCA
PB,JOAO PESSOA,GASOLINA,6.99,BRANCA
PB,JOAO PESSOA,ETANOL,5.39,BRANCA
PB,JOAO PESSOA,GASOLINA ADITIVADA,7.09,BRANCA
PB,JOAO PESSOA,DIESEL S10,6.99,BRANCA
PB,JOAO PESSOA,GASOLINA,6.99,VIBRA ENERGIA
PB,JOAO PESSOA,ETANOL,5.39,VIBRA ENERGIA
PB,JOAO PESSOA,DIESEL S10,6.69,VIBRA ENERGIA
PB,JOAO PESSOA,GNV,5.12,VIBRA ENERGIA
PB,JOAO PESSOA,GASOLINA,6.96,BRANCA
PB,JOAO PESSOA,ETANOL,5.15,BRANCA
PB,JOAO PESSOA,DIESEL,6.29,BRANCA
PB,JOAO PESSOA,GASOLINA,6.99,IPIRANGA
PB,JOAO PESSOA,ETANOL,5.29,IPIRANGA
PB,JOAO PESSOA,GASOLINA ADITIVADA,7.19,IPIRANGA
PB,JOAO PESSOA,DIESEL S10,6.69,IPIRANGA
PB,JOAO PESSOA,GASOLINA,6.99,BRANCA
PB,JOAO PESSOA,ETANOL,5.19,BRANCA
PB,JOAO PESSOA,GASOLINA ADITIVADA,7.04,BRANCA
PB,JOAO PESSOA,DIESEL S10,6.74,BRANCA
PB,JOAO PESSOA,GASOLINA,6.99,BRANCA
PB,JOAO PESSOA,ETANOL,5.29,BRANCA
PB,JOAO PESSOA,DIESEL S10,6.95,BRANCA
PB,JOAO PESSOA,GASOLINA,7.1,VIBRA ENERGIA
PB,JOAO PESSOA,ETANOL,5.3,VIBRA ENERGIA
PB,JOAO PESSOA,DIESEL,6.6,VIBRA ENERGIA
PB,JOAO PESSOA,GASOLINA ADITIVADA,7.2,VIBRA ENERGIA
PB,JOAO PESSOA,DIESEL S10,6.75,VIBRA ENERGIA
PB,JOAO PESSOA,GNV,5.14,VIBRA ENERGIA
PB,JOAO PESSOA,GASOLINA,6.98,RAIZEN
PB,JOAO PESSOA,ETANOL,5.29,RAIZEN
PB,JOAO PESSOA,GASOLINA ADITIVADA,7.28,RAIZEN
PB,JOAO PESSOA,DIESEL S10,6.79,RAIZEN
PB,JOAO PESSOA,GASOLINA,6.99,VIBRA ENERGIA
PB,JOAO PESSOA,ETANOL,5.29,VIBRA ENERGIA
PB,JOAO PESSOA,GASOLINA ADITIVADA,7.19,VIBRA ENERGIA
PB,JOAO PESSOA,DIESEL S10,6.69,VIBRA ENERGIA
PB,JOAO PESSOA,GNV,5.08,VIBRA ENERGIA
PB,JOAO PESSOA,GASOLINA,6.99,RAIZEN
PB,JOAO PESSOA,ETANOL,5.19,RAIZEN
PB,JOAO PESSOA,GASOLINA ADITIVADA,7.13,RAIZEN
PB,JOAO PESSOA,DIESEL S10,6.45,RAIZEN
PB,BAYEUX,GASOLINA,7.19,VIBRA ENERGIA
PB,BAYEUX,ETANOL,5.79,VIBRA ENERGIA
PB,BAYEUX,GASOLINA ADITIVADA,7.29,VIBRA ENERGIA
PB,BAYEUX,DIESEL S10,6.74,VIBRA ENERGIA
PB,CAMPINA GRANDE,GASOLINA,6.99,RAIZEN
PB,CAMPINA GRANDE,ETANOL,5.39,RAIZEN
PB,CAMPINA GRANDE,GASOLINA ADITIVADA,7.29,RAIZEN
PB,CAMPINA GRANDE,DIESEL S10,6.64,RAIZEN
PB,JOAO PESSOA,GASOLINA,6.99,VIBRA ENERGIA
PB,JOAO PESSOA,ETANOL,5.19,VIBRA ENERGIA
PB,JOAO PESSOA,DIESEL S10,6.45,VIBRA ENERGIA
PB,JOAO PESSOA,GASOLINA,6.98,RAIZEN
PB,JOAO PESSOA,ETANOL,5.29,RAIZEN
PB,JOAO PESSOA,GASOLINA ADITIVADA,7.28,RAIZEN
